,SchoolCode,School Name,Charter School,DASS,ChronicAbsenteeismRate,College Going Rate - Total (12 Months),TOTAL_EL,Percent Eligible FRPM,School Type,Educational Option Type,Met UC/CSU Grad Req's (Rate),Dropout (Rate),Homeless Student Enrollment (Rate),SPED_ENR_N,Stability Rate (percent),CumulativeEnrollment,Total Expulsions,Total Suspensions,STU_TCH_RATIO,Percentage Standard Met and Above,Students Tested with Scores (Rate)
319,126532,Linda Esperanza Marquez High C School of Social Justice,No ,No ,32.9,54.7,91,0.9500924214417744,High Schools (Public),Traditional,62.8,7.1,0.0152542372881355,72,82.2,590,0,1,19.2,23.73,1.0
320,126540,"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex",No ,No ,13.1,71.7,15,0.8568702290076335,High Schools (Public),Traditional,55.6,3.2,0.0166358595194085,52,90.8,541,0,7,18.4,41.73,0.9921875
321,126557,Visual and Performing Arts at Legacy High School Complex,No ,No ,37.1,54.3,57,0.9002433090024331,High Schools (Public),Traditional,56.6,6.6,0.0493273542600896,53,80.0,446,1,6,17.5,30.3,1.0
322,126573,Mervyn M. Dymally High,No ,No ,47.9,30.6,133,0.9831804281345564,High Schools (Public),Traditional,58.6,11.3,0.0520547945205479,124,79.3,730,1,12,14.8,14.29,0.9790209790209792
323,126615,Academies of Education and Empowerment at Carson High,No ,No ,17.9,62.7,9,0.7784810126582279,High Schools (Public),Traditional,69.6,0.0,0.0101214574898785,70,91.7,494,1,3,18.6,25.21,1.0
324,126623,Academy of Medical Arts at Carson High,No ,No ,17.8,71.1,18,0.8082191780821918,High Schools (Public),Traditional,60.4,1.0,0.0215982721382289,40,91.8,463,0,0,17.2,29.36,1.0
325,127787,Humanities and Arts (HARTS) Academy of Los Angeles,No ,No ,28.4,57.1,10,0.8074324324324325,High Schools (Public),Traditional,55.0,1.2,0.0371517027863777,58,83.3,323,0,0,15.2,26.23,1.0
326,127795,Contreras Learning Center-School of Social Justice,No ,No ,35.5,42.3,146,0.9662576687116564,High Schools (Public),Traditional,72.4,32.5,0.1269430051813471,25,79.5,386,0,4,18.1,6.82,0.9887640449438202
327,127803,Early College Academy-LA Trade Tech College,No ,No ,6.6,64.3,6,0.9375,High Schools (Public),Traditional,100.0,0.0,0.0108695652173913,5,97.8,276,0,0,21.8,56.52,1.0
328,127894,Valor Academy High,Yes,No ,20.4,56.0,59,0.945121951219512,High Schools (Public),Traditional,100.0,0.0,0.0149812734082397,95,90.4,534,0,2,18.4,25.74,0.9901960784313726
330,129585,Nava College Preparatory Academy,No ,No ,23.8,48.5,107,0.991638795986622,High Schools (Public),Traditional,71.0,6.1,0.0617469879518072,97,82.7,664,0,4,17.9,18.6,1.0
332,132027,University Preparatory Value High,Yes,No ,16.4,73.8,98,0.9168356997971604,High Schools (Public),Traditional,99.1,2.6,0.0633397312859884,73,90.2,521,0,1,16.6,24.55,0.9821428571428572
333,132126,Bert Corona Charter High,Yes,No ,32.8,51.0,58,0.9318181818181818,High Schools (Public),Traditional,78.2,3.5,0.0161943319838056,62,85.8,247,0,11,16.8,16.0,1.0
334,133868,Rise Kohyang High,Yes,No ,25.2,74.0,63,0.8936170212765957,High Schools (Public),Traditional,98.1,4.4,0.0104166666666666,60,93.1,480,0,2,18.8,,1.0
335,135632,WISH Academy High,Yes,No ,15.2,75.4,2,0.3250883392226148,High Schools (Public),Traditional,87.3,0.0,0.0170648464163822,64,92.8,293,0,1,15,39.74,0.975
337,137091,University Pathways Public Service Academy,No ,No ,38.5,57.3,9,0.9917355371900828,High Schools (Public),Traditional,79.2,0.0,0.0074626865671641,22,79.1,134,0,1,12.1,14.29,1.0
338,1930650,Phineas Banning Senior High,No ,No ,34.3,51.0,231,0.9145334434351776,High Schools (Public),Traditional,67.5,4.3,0.0270694389956845,359,86.5,2549,0,0,17.7,30.53,0.9959183673469388
339,1930866,Bell Senior High,No ,No ,28.9,57.4,152,0.913793103448276,High Schools (Public),Traditional,60.1,4.0,0.012037037037037,256,90.6,2160,2,2,20.7,33.25,0.9803921568627452
340,1930924,Belmont Senior High,No ,No ,40.4,46.9,340,0.9641693811074918,High Schools (Public),Traditional,82.2,45.1,0.2187919463087248,68,71.2,745,0,8,16.9,14.18,0.9710144927536232
341,1931047,Birmingham Community Charter High,Yes,No ,21.1,62.8,288,0.9000632511068943,High Schools (Public),Traditional,95.1,2.2,0.0722172485825126,322,88.7,3351,1,133,22.6,36.44,0.998589562764457
342,1931476,Canoga Park Senior High,No ,No ,29.4,47.6,283,0.9236861051115912,High Schools (Public),Traditional,61.3,5.3,0.0551445864156018,233,85.0,1487,0,14,17.7,22.09,0.9626865671641792
343,1931526,Carson Senior High,No ,No ,21.1,63.8,60,0.8770433546552949,High Schools (Public),Traditional,68.4,3.3,0.0313961255845023,221,87.7,1497,0,0,18.8,30.0,0.9931506849315068
344,1931708,Chatsworth Charter High,Yes,No ,27.4,54.5,175,0.6890418818129661,High Schools (Public),Traditional,61.7,3.3,0.0228966986155484,224,84.2,1878,2,16,21.3,26.86,0.9766233766233766
345,1931864,Grover Cleveland Charter High,Yes,No ,25.3,53.3,290,0.714968738506804,High Schools (Public),Traditional,69.7,7.2,0.0330090340514246,323,86.6,2878,1,5,22.7,39.8,0.995049504950495
347,1932383,Susan Miller Dorsey Senior High,No ,No ,52.8,45.6,161,0.9742086752637747,High Schools (Public),Traditional,61.3,14.7,0.049,147,70.1,1000,2,16,18.3,10.61,0.9835164835164836
348,1932623,El Camino Real Charter High,Yes,No ,26.5,55.6,78,0.3683519369665134,High Schools (Public),Traditional,51.3,2.1,0.0056338028169014,339,89.7,3195,0,27,26.1,40.18,0.980744544287548
350,1932920,Fairfax Senior High,No ,No ,36.1,71.7,153,0.8735785953177257,High Schools (Public),Traditional,53.1,6.7,0.0243445692883895,204,84.3,1602,1,16,17.8,28.11,0.9883040935672516
351,1932987,John H. Francis Polytechnic,No ,No ,30.2,56.2,234,0.9354990583804144,High Schools (Public),Traditional,79.7,7.7,0.0820244328097731,320,85.3,2292,0,14,19,23.61,0.9697624190064796
353,1933118,John C. Fremont Senior High,No ,No ,42.5,53.3,353,0.9745897300158816,High Schools (Public),Traditional,66.5,15.1,0.0363810435615126,243,80.5,2089,1,2,19.1,14.78,0.9863325740318908
354,1933241,Gardena Senior High,No ,No ,36.2,64.1,130,0.9352196574832464,High Schools (Public),Traditional,72.7,3.4,0.0591397849462365,192,80.7,1488,0,0,17.5,18.67,0.988095238095238
355,1933381,James A. Garfield Senior High,No ,No ,11.8,57.7,129,0.9280286097451944,High Schools (Public),Traditional,76.4,0.6,0.0178105994787141,347,92.9,2302,1,3,17.6,22.16,0.992079207920792
356,1933795,Ulysses S. Grant Senior High,No ,No ,35.3,56.2,353,0.9470124013528748,High Schools (Public),Traditional,73.7,6.9,0.0244664237376366,223,82.8,1921,0,21,20.2,20.26,0.979381443298969
357,1933852,Alexander Hamilton Senior High,No ,No ,30.7,74.1,111,0.7605839416058394,High Schools (Public),Traditional,62.2,4.4,0.0204746393671475,304,89.3,2149,1,35,17.6,28.1,0.976241900647948
358,1934033,Hollywood Senior High,No ,No ,43.1,61.4,104,0.926829268292683,High Schools (Public),Traditional,68.9,4.7,0.0532010820559062,127,83.9,1109,0,7,16.1,38.5,0.9912280701754386
359,1934157,Huntington Park Senior High,No ,No ,36.8,48.6,259,0.95131845841785,High Schools (Public),Traditional,72.0,7.4,0.0361370716510903,207,85.9,1605,1,13,18.7,14.42,0.9873417721518988
360,1934371,Thomas Jefferson Senior High,No ,No ,30.7,43.8,172,0.9893617021276596,High Schools (Public),Traditional,66.7,12.2,0.1325878594249201,73,81.0,626,0,0,15.9,22.39,0.9925925925925926
361,1934454,Jordan High,No ,No ,49.1,58.6,156,0.9786700125470514,High Schools (Public),Traditional,57.8,11.3,0.0893617021276595,168,69.9,940,0,0,16.1,21.31,0.9682539682539684
362,1935121,Abraham Lincoln Senior High,No ,No ,27.0,61.1,90,0.8937568455640745,High Schools (Public),Traditional,70.3,4.2,0.0510204081632653,152,88.3,980,0,0,16,28.64,0.9754901960784312
363,1935352,Los Angeles Senior High,No ,No ,45.2,57.7,213,0.9079754601226994,High Schools (Public),Traditional,61.0,6.9,0.0218181818181818,162,81.3,1100,0,5,15.8,14.8,0.99601593625498
364,1935519,Manual Arts Senior High,No ,No ,36.2,46.7,273,0.975024975024975,High Schools (Public),Traditional,67.6,17.6,0.105726872246696,153,78.2,1135,0,0,16.1,11.59,0.9904306220095692
365,1935568,John Marshall Senior High,No ,No ,32.7,72.5,120,0.7117263843648208,High Schools (Public),Traditional,70.6,2.8,0.0403472931562819,252,87.8,1958,0,4,19.3,39.8,0.9377880184331796
366,1935865,James Monroe High,No ,No ,40.3,52.1,461,0.9406824146981628,High Schools (Public),Traditional,64.5,13.4,0.07996192289386,332,80.9,2101,4,5,16.5,13.58,0.9552572706935124
367,1936160,Nathaniel Narbonne Senior High,No ,No ,27.8,65.6,124,0.8398967075532602,High Schools (Public),Traditional,82.3,1.3,0.0429594272076372,244,82.1,1676,0,1,19.2,21.71,0.9943181818181818
368,1936350,North Hollywood Senior High,No ,No ,31.4,62.2,168,0.719721767594108,High Schools (Public),Traditional,73.2,3.1,0.0205585725368502,294,89.1,2578,0,26,20.5,43.7,0.9694793536804308
369,1937424,Theodore Roosevelt Senior High,No ,No ,32.9,57.6,245,0.9630512514898688,High Schools (Public),Traditional,67.3,4.8,0.074032529444756,260,90.0,1783,0,1,19.3,9.8,0.978082191780822
370,1937622,San Fernando Senior High,No ,No ,32.7,54.7,222,0.9322139303482588,High Schools (Public),Traditional,59.7,3.4,0.0866050808314087,288,84.7,1732,0,7,18.7,20.26,0.9935064935064936
371,1937838,San Pedro Senior High,No ,No ,25.0,63.6,107,0.7714762301918265,High Schools (Public),Traditional,74.6,1.9,0.0237341772151898,346,87.3,2528,0,1,20.5,31.56,0.976
372,1938307,South Gate Senior High,No ,No ,35.3,53.7,180,0.9375371802498512,High Schools (Public),Traditional,59.3,7.4,0.0306236080178173,219,86.6,1796,2,5,18.7,23.25,0.9807692307692308
373,1938554,Sylmar Charter High,Yes,No ,27.4,49.6,178,0.8708133971291866,High Schools (Public),Traditional,59.6,6.3,0.0460122699386503,235,81.9,1630,3,11,19.1,22.79,0.9865771812080536
374,1938612,Taft Charter High,Yes,No ,24.5,60.8,120,0.5659612787032868,High Schools (Public),Traditional,79.2,1.8,0.0216928966397277,351,87.8,2351,0,16,21.9,35.32,0.9597457627118644
375,1938885,University High School Charter,Yes,No ,32.5,74.8,99,0.7227436823104693,High Schools (Public),Traditional,63.1,4.0,0.0264048747461069,218,87.7,1477,1,3,18.8,27.18,0.9630872483221476
376,1938968,Van Nuys Senior High,No ,No ,30.2,55.1,364,0.8496698831894363,High Schools (Public),Traditional,62.7,5.8,0.0312354312354312,205,83.9,2145,0,15,19.1,32.55,0.9832635983263598
377,1939040,Venice Senior High,No ,No ,30.3,74.9,88,0.647187091146969,High Schools (Public),Traditional,77.0,2.2,0.0354346930366707,276,89.0,2427,0,1,21.3,52.89,0.9561068702290076
378,1939107,Verdugo Hills Senior High,No ,No ,27.3,64.3,129,0.8368200836820083,High Schools (Public),Traditional,71.3,3.7,0.0345937248592115,185,83.6,1243,1,7,17.2,33.57,0.975609756097561
379,1939305,George Washington Preparatory High,No ,No ,48.7,53.7,141,0.9715447154471544,High Schools (Public),Traditional,69.5,18.1,0.093304061470911,128,65.3,911,1,2,15.4,10.76,0.9937106918238994
381,1939859,Woodrow Wilson Senior High,No ,No ,39.0,58.0,118,0.9396825396825396,High Schools (Public),Traditional,75.2,2.0,0.0453531598513011,243,83.6,1345,1,1,15.2,31.14,0.9927272727272728
382,1939941,John F. Kennedy High,No ,No ,19.6,62.6,95,0.7202602230483272,High Schools (Public),Traditional,65.6,2.1,0.0153374233128834,277,88.9,2282,1,11,20.3,35.14,0.988095238095238
384,1995836,Palisades Charter High,Yes,No ,11.9,84.7,38,0.2150684931506849,High Schools (Public),Traditional,99.7,3.3,0.0010169491525423,264,80.5,2950,0,2,24.5,40.49,0.5370675453047776
388,137562,Matrix for Success Academy,Yes,Yes,36.7,9.6,68,0.918918918918919,High Schools (Public),Traditional,60.0,15.0,0.1450381679389313,44,53.7,393,0,0,19.5,2.44,0.942528735632184
423,1935923,Monrovia High,No ,No ,18.7,76.6,83,0.6371134020618556,High Schools (Public),Traditional,53.6,1.3,0.041388518024032,173,93.1,1498,0,62,24.9,5.26,0.8636363636363636
424,124552,Applied Technology Center,No ,No ,24.3,63.3,34,0.8847457627118644,High Schools (Public),Traditional,68.3,1.2,0.0222222222222222,43,86.7,315,0,10,12.1,22.97,0.9736842105263158
425,1930155,Schurr High,No ,No ,15.7,59.3,253,0.8406412069778406,High Schools (Public),Traditional,37.1,3.1,0.016629213483146,337,90.3,2225,0,90,19.9,34.23,0.9792843691148776
426,1930825,Bell Gardens High,No ,No ,19.7,46.2,541,0.8695014662756598,High Schools (Public),Traditional,21.9,5.0,0.0210141617176793,396,85.9,2189,0,62,19.2,15.71,0.967741935483871
427,1935998,Montebello High,No ,No ,15.5,50.5,400,0.8898793917147352,High Schools (Public),Traditional,30.5,7.7,0.0165934602244997,368,88.3,2049,0,98,19.4,20.0,0.9513742071881608
428,1933647,John H. Glenn High,No ,No ,25.4,30.2,146,0.7494331065759637,High Schools (Public),Traditional,57.4,4.5,0.1534446764091858,167,83.5,958,0,58,18.3,23.38,0.9852941176470588
429,1934728,La Mirada High,No ,No ,19.8,60.4,74,0.5701042873696408,High Schools (Public),Traditional,57.4,1.1,0.1136618141097424,198,93.1,1786,0,106,23.4,47.38,0.9828571428571428
430,1936467,Norwalk High,No ,No ,23.3,42.1,225,0.779277108433735,High Schools (Public),Traditional,55.8,1.8,0.1853228053878309,261,91.4,2153,0,42,23.8,33.18,0.9819004524886876
431,1995588,Palos Verdes Peninsula High,No ,No ,13.5,89.0,76,0.1175903614457831,High Schools (Public),Traditional,87.9,0.5,0.0104413858566682,184,95.9,2107,0,25,22.2,72.2,0.925925925925926
432,1996552,Palos Verdes High,No ,No ,14.2,90.2,34,0.0835579514824797,High Schools (Public),Traditional,86.8,0.3,0.0205026455026455,172,96.4,1512,0,15,22.8,59.57,0.9671641791044776
433,136705,Odyssey STEM Academy,No ,No ,12.6,58.8,14,0.9523809523809524,High Schools (Public),Traditional,72.5,0.0,0.0260115606936416,29,93.6,346,0,10,16.7,34.02,1.0
434,1936749,Paramount High,No ,No ,19.9,47.7,471,0.9670588235294116,High Schools (Public),Traditional,48.6,5.9,0.0199059994470555,471,88.6,3617,0,147,19.6,20.38,0.988
435,1936103,John Muir High,No ,No ,20.4,74.8,80,0.7620232172470979,High Schools (Public),Traditional,54.7,1.9,0.0357142857142857,235,90.8,1260,0,32,21.7,17.37,0.9418181818181818
436,1936822,Pasadena High,No ,No ,26.0,87.3,61,0.6761320030698388,High Schools (Public),Traditional,56.2,4.6,0.0263929618768328,206,89.9,1364,0,30,18.4,27.54,0.8640226628895185
437,1933175,Ganesha High,No ,No ,28.7,57.6,177,0.9184357541899442,High Schools (Public),Traditional,40.9,2.6,0.1852226720647773,149,82.8,988,0,56,20,12.15,0.9771689497716894
438,1933324,Garey High,No ,No ,29.8,61.6,329,0.9144862795149968,High Schools (Public),Traditional,46.3,4.3,0.1685527099463966,270,87.2,1679,0,63,21,26.52,0.9660493827160492
440,1937754,San Marino High,No ,No ,0.7,93.7,32,0.1151241534988713,High Schools (Public),Traditional,85.7,1.0,0.0055066079295154,63,96.3,908,0,0,20.5,72.43,0.9861751152073732
441,1938000,Santa Monica High,No ,No ,20.5,81.6,76,0.3539412673879443,High Schools (Public),Traditional,64.7,1.0,0.0156774916013437,325,93.9,2679,0,48,19.9,59.9,0.9704433497536946
442,1995737,Malibu High,No ,No ,26.7,78.8,17,0.2093023255813953,High Schools (Public),Traditional,48.4,6.2,0.0124378109452736,50,90.0,402,0,21,14.4,50.5,0.961904761904762
444,1938455,South Pasadena Senior High,No ,No ,9.9,87.0,58,0.1497395833333333,High Schools (Public),Traditional,78.6,2.3,0.0069752694990488,163,95.6,1577,0,49,24.1,69.13,0.9570707070707072
445,1936277,North High,No ,No ,13.7,84.0,139,0.4464679911699779,High Schools (Public),Traditional,60.2,0.2,0.010515247108307,168,93.3,1902,1,53,26.5,46.17,0.9913232104121475
446,1938356,South High,No ,No ,11.3,83.7,123,0.2243367935409458,High Schools (Public),Traditional,75.1,0.0,0.0044893378226711,197,95.3,1782,1,49,23.6,56.09,0.9825436408977556
447,1938752,Torrance High,No ,No ,11.3,75.8,161,0.3640234167110165,High Schools (Public),Traditional,72.0,0.4,0.0106167846309403,157,91.8,1978,4,47,25.1,41.53,0.9777777777777776
448,1939602,West High,No ,No ,8.0,85.5,144,0.2467605633802816,High Schools (Public),Traditional,71.9,0.4,0.0119047619047619,155,93.7,1848,3,44,24.8,58.8,0.9787735849056604
449,122432,Edgewood High,No ,No ,13.3,81.7,39,0.8061797752808989,High Schools (Public),Traditional,48.8,2.3,0.0912646675358539,91,89.2,767,0,5,16.3,43.09,1.0
451,1939537,West Covina High,No ,No ,13.0,70.8,71,0.8189066059225513,High Schools (Public),Traditional,46.5,0.7,0.1229597388465723,167,91.8,1838,0,9,21.4,33.64,1.0
452,1931302,California High,No ,No ,18.2,73.1,230,0.8027421494913755,High Schools (Public),Traditional,66.0,1.4,0.0585987261146496,327,91.2,2355,1,76,22.2,43.58,0.9965397923875432
453,1934868,La Serna High,No ,No ,14.2,81.2,137,0.5843170320404721,High Schools (Public),Traditional,65.4,1.1,0.0407497962510187,192,93.2,2454,0,52,26,57.74,0.9884868421052632
454,1936889,Pioneer High,No ,No ,22.0,71.9,118,0.877,High Schools (Public),Traditional,75.6,1.6,0.0724907063197026,205,87.0,1076,1,35,18.7,31.73,0.996
455,1937903,Santa Fe High,No ,No ,18.0,68.2,120,0.7764075067024129,High Schools (Public),Traditional,63.1,1.0,0.076527991782229,246,91.1,1947,0,66,24.2,37.64,0.997737556561086
456,1939701,Whittier High,No ,No ,26.0,77.4,140,0.8547215496368039,High Schools (Public),Traditional,57.9,1.3,0.0706084959816303,293,86.8,1742,1,84,21.4,28.77,0.9864864864864864
458,102459,Golden Valley High,No ,No ,18.6,74.9,120,0.4227272727272727,High Schools (Public),Traditional,19.9,2.9,0.087248322147651,323,89.6,2086,0,82,22.5,32.39,0.9906976744186048
459,102475,West Ranch High,No ,No ,13.6,85.8,30,0.1249296567248171,High Schools (Public),Traditional,74.4,0.7,0.0124796527400976,191,94.5,1843,1,29,24.4,67.42,0.9977426636568848
460,1931492,Canyon High,No ,No ,16.0,75.3,123,0.3714139344262295,High Schools (Public),Traditional,31.6,1.4,0.0830889540566959,321,90.8,2046,1,62,24.3,43.58,0.9854771784232366
461,1931740,Saugus High,No ,No ,14.0,78.1,33,0.1760897712559344,High Schools (Public),Traditional,27.7,1.8,0.017126148705096,326,94.0,2394,1,54,24.5,63.83,0.9757785467128028
462,1933902,William S. Hart High,No ,No ,10.6,77.3,181,0.3910355486862442,High Schools (Public),Traditional,53.3,1.9,0.1591576885406464,282,90.9,2042,2,27,23.7,38.0,0.9727891156462584
463,1995802,Valencia High,No ,No ,13.3,85.2,19,0.1268591426071741,High Schools (Public),Traditional,27.2,5.4,0.0012711864406779,440,93.4,2360,1,37,23.3,57.79,0.9371196754563894
464,132969,Compton Early College High,No ,No ,0.9,89.6,5,0.85431654676259,High Schools (Public),Traditional,100.0,0.0,0.0017699115044247,1,95.8,565,0,4,30.9,60.0,1.0
465,1931567,Centennial High,No ,No ,22.7,56.3,169,0.9008810572687224,High Schools (Public),Traditional,75.5,3.1,0.0279441117764471,151,82.6,1002,0,54,20.4,18.78,0.9609756097560976
466,1931963,Compton High,No ,No ,33.3,61.3,249,0.9193324061196104,High Schools (Public),Traditional,64.9,3.2,0.0248407643312101,196,85.4,1570,0,56,26.1,13.18,0.976897689768977
467,1932326,Manuel Dominguez High,No ,No ,22.3,54.1,288,0.9152970922882429,High Schools (Public),Traditional,96.1,1.9,0.0238510762070971,221,86.1,1719,0,58,22.1,14.47,0.977667493796526
470,1934801,La Puente High,No ,No ,30.3,68.2,135,0.8696186961869619,High Schools (Public),Traditional,45.4,0.5,0.1086705202312138,131,87.3,865,0,14,20.6,10.2,0.9751243781094528
471,1935246,Los Altos High,No ,No ,16.7,75.3,134,0.7022613065326633,High Schools (Public),Traditional,50.3,2.9,0.0701438848920863,194,90.6,1668,2,75,22,25.93,0.9859550561797752
472,1939834,Glen A. Wilson High,No ,No ,16.4,87.6,152,0.6517857142857143,High Schools (Public),Traditional,68.2,0.6,0.0422163588390501,138,93.6,1516,1,71,23.9,44.72,0.9892761394101875
473,1939925,William Workman High,No ,No ,23.0,58.6,144,0.8437067773167358,High Schools (Public),Traditional,39.0,0.6,0.1142490372272143,154,82.4,779,1,41,18.9,23.13,0.9876543209876544
474,1936228,Nogales High,No ,No ,21.5,61.9,279,0.8280130293159609,High Schools (Public),Traditional,39.7,5.3,0.3335347432024169,195,84.9,1655,5,116,19.7,22.44,0.9944903581267218
475,1937564,John A. Rowland High,No ,No ,13.5,80.6,343,0.6810515873015873,High Schools (Public),Traditional,51.9,4.5,0.1768292682926829,177,90.2,2132,1,45,24.6,60.98,1.0
476,1932862,Diamond Bar High,No ,No ,10.3,93.2,189,0.2259071400702302,High Schools (Public),Traditional,68.4,0.9,0.0007587253414264,170,96.2,2636,0,23,26,,
477,1939149,Walnut High,No ,No ,10.3,90.9,180,0.2364990689013035,High Schools (Public),Traditional,71.7,0.9,0.0018198362147406,174,96.1,2198,0,31,23.2,58.7,0.989010989010989
478,1995810,Gabrielino High,No ,No ,14.9,86.3,248,0.6995827538247567,High Schools (Public),Traditional,59.5,3.5,0.0209318028359216,185,94.3,1481,0,52,22,52.71,0.977715877437326
479,134619,Empower Generations,Yes,Yes,41.8,36.4,5,0.8518518518518519,High Schools (Public),Traditional,8.3,42.9,0.074074074074074,28,53.7,108,0,0,25.3,9.52,1.0
480,1935808,Mira Costa High,No ,No ,14.7,91.1,26,0.0699555196118075,High Schools (Public),Traditional,84.3,1.3,0.0219281663516068,366,91.6,2645,1,39,24.8,56.93,0.998371335504886
481,1937143,Redondo Union High,No ,No ,12.9,87.0,55,0.1838411502909962,High Schools (Public),Traditional,79.7,0.8,0.0043434680922151,350,94.9,2993,0,46,25.3,60.15,0.9456521739130436
482,1930163,Alhambra High,No ,No ,13.2,74.9,309,0.4795719844357977,High Schools (Public),Traditional,66.3,1.9,0.0186915887850467,294,92.5,2140,0,69,21.4,42.42,0.976
483,1934553,Mark Keppel High,No ,No ,1.8,78.2,422,0.4093593820990459,High Schools (Public),Traditional,65.4,1.5,0.0061484409310496,125,93.9,2277,2,12,25.8,51.8,0.927643784786642
484,1937697,San Gabriel High,No ,No ,10.8,77.6,382,0.6643952299829642,High Schools (Public),Traditional,64.7,0.9,0.0048596112311015,135,91.8,1852,1,44,24.3,35.64,0.9767932489451476
485,119016,Da Vinci Science,Yes,No ,12.1,93.4,6,0.3423913043478261,High Schools (Public),Traditional,99.2,0.0,0.0054249547920434,32,98.7,553,0,2,19.5,49.26,0.9855072463768116
486,119636,Da Vinci Design,Yes,No ,10.6,78.6,27,0.5279850746268657,High Schools (Public),Traditional,93.8,0.0,0.0127970749542961,55,94.9,547,0,19,19.5,23.53,0.9596774193548387
487,131128,Da Vinci Communications,Yes,No ,19.0,80.8,23,0.4909090909090909,High Schools (Public),Traditional,96.9,0.0,0.014336917562724,78,96.6,558,0,7,18,36.59,0.9318181818181818
488,2032357,Chowchilla Union High,No ,No ,18.0,36.9,142,0.8112094395280236,High Schools (Public),Traditional,35.9,2.1,0.0194444444444444,74,89.3,1080,1,63,21,18.06,0.9818181818181818
489,110965,Madera South High,No ,No ,29.1,74.6,402,0.9521247982786444,High Schools (Public),Traditional,45.3,2.9,0.0273359840954274,133,83.8,2012,3,213,20.1,18.71,0.9908466819221968
490,118950,Sherman Thomas Charter High,Yes,No ,20.0,62.5,6,0.6231884057971014,High Schools (Public),Traditional,38.5,0.0,0.0,7,75.6,82,0,2,14.2,28.57,1.0
491,139691,Matilda Torres High,No ,No ,29.1,73.8,283,0.8993554784333168,High Schools (Public),Traditional,61.2,2.2,0.0273781902552204,151,87.3,2155,9,120,20.4,25.27,0.9873150105708244
492,2035707,Madera High,No ,No ,21.5,72.0,269,0.817549491706795,High Schools (Public),Traditional,46.7,5.2,0.0271220492214967,129,85.5,1991,0,101,20.7,26.52,0.9974811083123426
494,2030203,Liberty High,No ,No ,13.9,70.2,36,0.3449197860962567,High Schools (Public),Traditional,58.3,1.8,0.0086206896551724,82,89.4,812,0,37,20.6,31.58,1.0
495,117010,Minarets High,No ,No ,32.8,80.0,1,0.5094339622641509,High Schools (Public),Traditional,47.1,0.0,0.010752688172043,32,87.1,279,0,24,16.4,,1.0
496,125021,Minarets Charter High,Yes,No ,31.8,72.9,1,0.5333333333333333,High Schools (Public),Traditional,57.8,0.0,0.0056179775280898,18,87.6,178,0,8,23.4,,0.6666666666666666
497,2030013,Yosemite High,No ,No ,35.7,63.5,38,0.6586715867158671,High Schools (Public),Traditional,48.8,1.6,0.030560271646859,81,82.0,589,0,66,20.1,20.62,0.9603960396039604
499,2030237,Glacier High School Charter,Yes,No ,3.3,65.0,1,0.4878048780487805,High Schools (Public),Traditional,58.8,5.6,0.0,9,77.4,93,0,0,13.3,44.44,1.0
501,2131340,Archie Williams High,No ,No ,17.9,86.6,34,0.1034180543382997,High Schools (Public),Traditional,78.4,2.4,0.0017391304347826,197,96.4,1150,2,39,18.1,59.42,0.92
502,2132587,Redwood High,No ,No ,9.4,87.3,31,0.0818815331010452,High Schools (Public),Traditional,88.8,1.2,0.0039908779931584,215,96.8,1754,0,45,19.3,61.47,0.9868131868131867
503,2133692,Tamalpais High,No ,No ,16.7,83.9,20,0.1176870748299319,High Schools (Public),Traditional,87.0,1.0,0.0033288948069241,205,95.9,1502,0,43,19.2,52.35,0.935483870967742
504,2134310,Tomales High,No ,No ,27.9,73.2,27,0.7322834645669292,High Schools (Public),Traditional,40.7,3.6,0.1007751937984496,31,95.3,129,0,8,8,20.0,0.945945945945946
505,2235356,Mariposa County High,No ,No ,35.7,50.5,18,0.6268980477223427,High Schools (Public),Traditional,41.6,2.5,0.0764462809917355,58,87.0,484,2,105,16.4,34.4,0.992063492063492
506,2334563,Round Valley High,No ,No ,50.8,50.0,26,0.8849557522123894,High Schools (Public),Traditional,6.1,0.0,0.3816793893129771,19,73.8,131,0,20,10,5.26,1.0
508,2335024,Ukiah High,No ,No ,24.3,68.1,224,0.7651386530843237,High Schools (Public),Traditional,42.3,2.6,0.0578378378378378,228,90.0,1850,3,190,18.9,13.41,0.9675675675675676
510,2335487,Willits High,No ,No ,42.7,51.9,32,0.5062972292191436,High Schools (Public),Traditional,45.1,11.3,0.0140845070422535,74,82.9,426,0,75,13.3,4.65,0.9772727272727272
511,2330041,Potter Valley High,No ,No ,19.0,54.2,10,0.5189873417721519,High Schools (Public),Traditional,61.1,5.3,0.0689655172413793,16,81.6,87,0,4,14.2,0.0,0.85
512,2332260,Laytonville High,No ,No ,38.2,46.2,6,0.7653061224489796,High Schools (Public),Traditional,15.8,0.0,0.2692307692307692,15,91.3,104,0,8,10.3,40.74,0.9642857142857144
514,2432409,Hilmar High,No ,No ,15.9,55.2,124,0.6063218390804598,High Schools (Public),Traditional,45.0,0.6,0.0290456431535269,60,93.2,723,0,156,19.5,24.86,0.988826815642458
515,2433001,Le Grand High,No ,No ,7.6,58.4,114,0.871900826446281,High Schools (Public),Traditional,42.7,1.7,0.0213178294573643,37,90.0,516,3,17,18.7,23.0,0.9523809523809524
